"review_case_id","source_record_id","review_priority","boundary_flags","hr_input","current_intents_json","reviewer_code","decision","proposed_intents_json","review_note"
"INT-RVW-1257","1257","HIGH","COMPLETED_STATUS","WRK-867: 오늘 작업지시 변경 없음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업지시 변경 없음""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1260","1260","HIGH","COMPLETED_STATUS","WRK-870: 오늘 라인 인원 확인, 배치 변경 없음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 라인 인원 확인, 배치 변경 없음""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1261","1261","HIGH","COMPLETED_STATUS","신규 WRK-871 건강진단서와 여권 받아서 등록하고, 보험 가입 및 첫 근무 배치까지 오늘 완료 부탁","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""건강진단서와 여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록하고, 보험 가입""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""첫 근무 배치까지 오늘 완료 부탁""}]","A","KEEP","",""
"INT-RVW-1263","1263","HIGH","COMPLETED_STATUS","WRK-873: 급여 문의 답변 완료, 특이사항 없음","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 문의 답변 완료, 특이사항 없음""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1270","1270","HIGH","PAYROLL_ACCOUNT","WRK-880 급여계좌 등록증 받아서 확인 부탁","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""급여계좌 등록증 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""확인 부탁""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""급여계좌 등록증 받아서 확인 부탁""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1274","1274","HIGH","COMPLETED_STATUS","WRK-884: 오늘 작업지시 완료 보고 받음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업지시 완료 보고 받음""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1275","1275","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","신규 WRK-885 여권 받아서 등록 완료, 급여계좌는 다음 주 개설 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌는 다음 주 개설 예정""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1276","1276","HIGH","EXTERNAL_EXECUTION","WRK-886 사업장 변경 신청 접수, 새 회사 작업지시 대기 중","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청 접수""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1279","1279","HIGH","COMPLETED_STATUS","WRK-889 계약서 받아서 재계약 완료, 새 계약 라인은 그대로 유지","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""새 계약 라인은 그대로 유지""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1281","1281","HIGH","EXTERNAL_EXECUTION","WRK-891 무단결근 신고 접수, 관련 서류 받아서 정리 부탁","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 신고 접수""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""관련 서류 받아서 정리 부탁""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""관련 서류 받아서 정리 부탁""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1283","1283","HIGH","COMPLETED_STATUS","WRK-893 급여 이체 확인 문의, 처리 완료 안내함","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 이체 확인 문의, 처리 완료 안내함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1285","1285","HIGH","COMPLETED_STATUS","WRK-895 여권 받아서 갱신 신청 완료, 결과는 다음 주 안내 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""갱신 신청 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1289","1289","HIGH","COMPLETED_STATUS|LONG_EVIDENCE","WRK-899: 급여 명세서 문의, 국민연금 및 건강보험 공제 설명 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 명세서 문의, 국민연금 및 건강보험 공제 설명 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1292","1292","HIGH","COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-902: 계약서 받아서 갱신 접수 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""갱신 접수 완료""}]","A","NEEDS_DISCUSSION","","‘완료’가 과거 상태 보고인지 ‘완료해 달라’는 축약 요청인지 문장만으로 확정하기 어려움."
"INT-RVW-1293","1293","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","신규 WRK-903 여권과 통장사본 받아서 등록 및 급여계좌 개설 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 및 급여계좌 개설 완료""}]","A","NEEDS_DISCUSSION","","완료 상태 보고인지 요청 축약인지 불명확하며, 급여계좌 개설을 WORKER_ONBOARDING으로 볼지도 함께 합의가 필요함."
"INT-RVW-1295","1295","HIGH","COMPLETED_STATUS","WRK-905: 사업장 변경 완료, 별도 작업지시는 새 회사에서 전달","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1296","1296","HIGH","PAYROLL_ACCOUNT","WRK-906 급여 오류 정정 요청, 통장사본 받아서 재확인 필요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 오류 정정 요청""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서 재확인 필요""}]","A","KEEP","",""
"INT-RVW-1300","1300","HIGH","COMPLETED_STATUS","신규 WRK-910 계약서 받아서 신규 등록 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 등록 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1303","1303","HIGH","COMPLETED_STATUS","WRK-913 계약만료 임박, 재계약 서류 받아서 준비하고 라인 배치는 그대로 유지","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박, 재계약""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 준비""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""라인 배치는 그대로 유지""}]","A","KEEP","",""
"INT-RVW-1307","1307","HIGH","EXTERNAL_EXECUTION","WRK-917: 연락두절 확인, 신고 준비 중","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 확인, 신고 준비 중""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 확인""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1310","1310","HIGH","COMPLETED_STATUS","WRK-920: 오늘 작업지시 재확인 요청, 큰 변경 없음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업지시 재확인 요청, 큰 변경 없음""}]","A","KEEP","",""
"INT-RVW-1314","1314","HIGH","COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-924 여권 받아서 체류연장 신청, 접수 완료했어요","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장 신청, 접수 완료했어요""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1317","1317","HIGH","PAYROLL_ACCOUNT","신규 WRK-927 등록증 받아서 등록 처리, 급여계좌는 추후 개설 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리""}]","A","NEEDS_DISCUSSION","","급여계좌 관련 발화가 정보 등록·변경인지 급여 처리 문의인지 문맥이 부족해 규칙 합의가 필요함."
"INT-RVW-1318","1318","HIGH","COMPLETED_STATUS","WRK-928: 급여 지연 문의 답변 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지연 문의 답변 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1319","1319","HIGH","EXTERNAL_EXECUTION","WRK-929 계약만료 임박, 여권 받아서 연장 서류 접수, 새 근무 배치는 미정","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서 연장 서류 접수""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1320","1320","HIGH","EXTERNAL_EXECUTION","WRK-930 오늘 무단결근으로 라인 공백, 급하게 대체인력 배치했고 신고도 접수함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘 무단결근으로 라인 공백""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""급하게 대체인력 배치했고""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1322","1322","HIGH","PAYROLL_ACCOUNT","신규 WRK-932 여권과 계약서 받아서 등록 진행, 배치 및 급여계좌는 다음 주 처리 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 진행""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌는 다음 주 처리 예정""}]","A","NEEDS_DISCUSSION","","급여계좌 관련 발화가 정보 등록·변경인지 급여 처리 문의인지 문맥이 부족해 규칙 합의가 필요함."
"INT-RVW-1323","1323","HIGH","PAYROLL_ACCOUNT","WRK-933 급여계좌 오류, 통장사본 받아서 재등록 부탁","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 오류""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서 재등록 부탁""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""재등록 부탁""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1326","1326","HIGH","COMPLETED_STATUS","WRK-936: 여권 받아서 갱신 신청 완료함","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""갱신 신청 완료함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1331","1331","HIGH","COMPLETED_STATUS","WRK-941 계약서 받아서 재계약 완료, 오늘부터 새 라인 배치","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘부터 새 라인 배치""}]","A","KEEP","",""
"INT-RVW-1334","1334","HIGH","COMPLETED_STATUS","신규 WRK-944 등록증과 여권 받아서 등록 완료, 배치는 내일부터 시작","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증과 여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치는 내일부터 시작""}]","A","KEEP","",""
"INT-RVW-1338","1338","HIGH","EXTERNAL_EXECUTION","WRK-948 무단결근 신고, 대체인력 배치 및 급여 정지 안내 함께 처리","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 신고""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체인력 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 정지 안내 함께 처리""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체인력 배치""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 정지 안내 함께 처리""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1339","1339","HIGH","COMPLETED_STATUS","신규 WRK-949 계약서와 등록증 받아서 등록 처리 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서와 등록증 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-0001","1","MEDIUM","LONG_EVIDENCE","WRK-102님께 내일 오전 7시까지 2공장으로 출근하라고 안내해주세요.","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""내일 오전 7시까지 2공장으로 출근하라고 안내""}]","A","KEEP","",""
"INT-RVW-0005","5","MEDIUM","LONG_EVIDENCE","WRK-190 내일부터 3라인 말고 5라인 가서 일하라고 해","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""내일부터 3라인 말고 5라인 가서 일하라고 해""}]","A","KEEP","",""
"INT-RVW-0008","8","MEDIUM","LONG_EVIDENCE","WRK-402님 프레스 작업 시 반드시 2인 1조로 진행하도록 지시 바랍니다","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""프레스 작업 시 반드시 2인 1조로 진행하도록 지시""}]","A","KEEP","",""
"INT-RVW-0010","10","MEDIUM","LONG_EVIDENCE","WRK-284님께 다음주 월요일부터 새벽 6시 출근으로 시간 조정한다고 알려주세요","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""새벽 6시 출근으로 시간 조정한다고 알려주세요""}]","A","KEEP","",""
"INT-RVW-0011","11","MEDIUM","LONG_EVIDENCE","WRK-017 오늘 크레인 작업 금지, 대신 포장라인 투입","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 크레인 작업 금지, 대신 포장라인 투입""}]","A","KEEP","",""
"INT-RVW-0012","12","MEDIUM","LONG_EVIDENCE","WRK-355님 현장 안전모 미착용 적발시 즉시 작업 중지 지시 전달","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""안전모 미착용 적발시 즉시 작업 중지 지시 전달""}]","A","KEEP","",""
"INT-RVW-0034","34","MEDIUM","LONG_EVIDENCE","WRK-078 이번달 실수령액이 저번달보다 왜 줄었는지 설명 필요","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""실수령액이 저번달보다 왜 줄었는지 설명 필요""}]","A","KEEP","",""
"INT-RVW-0043","43","MEDIUM","LEAVE_BOUNDARY","WRK-091님께 연차수당 정산 내역 안내","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차수당 정산 내역 안내""}]","A","KEEP","",""
"INT-RVW-0064","64","MEDIUM","LEAVE_BOUNDARY","WRK-569 이번주부터 연차 휴가 사용 등록","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 휴가 사용 등록""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0071","71","MEDIUM","LEAVE_BOUNDARY","WRK-436님 병가 신청 승인 처리 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""병가 신청 승인 처리""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0078","78","MEDIUM","LONG_EVIDENCE","WRK-303님 근로계약 만료 2주 남았으니 재계약 절차 진행 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 만료 2주 남았으니 재계약 절차 진행""}]","A","KEEP","",""
"INT-RVW-0082","82","MEDIUM","LONG_EVIDENCE","WRK-747님 근로계약 종료 임박, 재계약 여부 논의 필요","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 종료 임박, 재계약 여부 논의 필요""}]","A","KEEP","",""
"INT-RVW-0088","88","MEDIUM","LONG_EVIDENCE","WRK-513님 체류기간 만료까지 한달 남아 연장 절차 시작","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료까지 한달 남아 연장 절차 시작""}]","A","KEEP","",""
"INT-RVW-0131","131","MEDIUM","LONG_EVIDENCE","wrk-970 오늘 점검때문에 늦게 시작한다고 톡 좀 보내줘","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 점검때문에 늦게 시작한다고 톡 좀 보내줘""}]","A","KEEP","",""
"INT-RVW-0171","171","MEDIUM","LONG_EVIDENCE","wrk-970 이번달 월급 왜 이렇게 적게 들어왔냐고 물어봐서","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""이번달 월급 왜 이렇게 적게 들어왔냐고 물어봐서""}]","A","KEEP","",""
"INT-RVW-0194","194","MEDIUM","LONG_EVIDENCE","WRK-479님 신규 입사자 등록 및 사원증 발급 요청드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 입사자 등록 및 사원증 발급 요청드립니다""}]","A","KEEP","",""
"INT-RVW-0199","199","MEDIUM","LEAVE_BOUNDARY","WRK-924 다음주부터 3일간 연차 사용 등록","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""3일간 연차 사용 등록""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0206","206","MEDIUM","LEAVE_BOUNDARY","WRK-691님 병원 진단서 첨부하여 병가 신청 승인","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""병가 신청 승인""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0211","211","MEDIUM","LONG_EVIDENCE","WRK-146님 근로계약 만료 임박, 연장 절차 서둘러 진행해주세요","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 만료 임박, 연장 절차 서둘러 진행""}]","A","KEEP","",""
"INT-RVW-0220","220","MEDIUM","LONG_EVIDENCE","WRK-035 비자 만료 임박, 서둘러 연장 절차 진행해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 만료 임박, 서둘러 연장 절차 진행해줘""}]","A","KEEP","",""
"INT-RVW-0274","274","MEDIUM","LEAVE_BOUNDARY","WRK-540 연차 미사용 수당 정산 내역 설명해줘","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차 미사용 수당 정산 내역 설명해줘""}]","A","KEEP","",""
"INT-RVW-0294","294","MEDIUM","LEAVE_BOUNDARY","WRK-540 다음주 연차 이틀 사용 등록","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 이틀 사용 등록""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0311","311","MEDIUM","LONG_EVIDENCE","wrk-217 체류기간 다음달 만료라던데 연장 좀 알아봐줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 다음달 만료라던데 연장 좀 알아봐줘""}]","A","KEEP","",""
"INT-RVW-0315","315","MEDIUM","LONG_EVIDENCE","WRK-651 체류연장 허가 신청서 작성 및 제출 절차 진행","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장 허가 신청서 작성 및 제출 절차 진행""}]","A","KEEP","",""
"INT-RVW-0321","321","MEDIUM","LONG_EVIDENCE","WRK-217 계약 만료 두달 전이라 연장 절차 미리 시작해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약 만료 두달 전이라 연장 절차 미리 시작해줘""}]","A","KEEP","",""
"INT-RVW-0326","326","MEDIUM","LONG_EVIDENCE","WRK-762님 근로계약 만료 다가와서 연장 여부 빨리 결정 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 만료 다가와서 연장 여부 빨리 결정""}]","A","KEEP","",""
"INT-RVW-0356","356","MEDIUM","LONG_EVIDENCE","WRK-762님 고용허가서 사본 다시 받아 대조 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""고용허가서 사본 다시 받아 대조 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0376","376","MEDIUM","LEAVE_BOUNDARY","WRK-762 연차수당 미지급건 확인 부탁드려","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차수당 미지급건 확인""}]","A","KEEP","",""
"INT-RVW-0404","404","MEDIUM","LEAVE_BOUNDARY","WRK-540 이번주 연차 하루 사용 등록해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 하루 사용 등록해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0445","445","MEDIUM","LEAVE_BOUNDARY","이번 여름휴가 다녀올 만한 국내 여행지 추천해줘","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","A","KEEP","",""
"INT-RVW-0470","470","MEDIUM","LONG_EVIDENCE","WRK-540님 건강검진 결과지 제출받아 파일 정리 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""건강검진 결과지 제출받아 파일 정리 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0474","474","MEDIUM","LEAVE_BOUNDARY","WRK-984님 연차수당 정산 시기 문의드립니다","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""연차수당 정산 시기 문의드립니다""}]","A","KEEP","",""
"INT-RVW-0481","481","MEDIUM","LONG_EVIDENCE","첨부한 서류로 WRK-651님 신규 등록 및 국민연금 최초 가입 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 등록 및 국민연금 최초 가입 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0494","494","MEDIUM","LEAVE_BOUNDARY","WRK-984 이번주 연차 사흘 사용 등록해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연차 사흘 사용 등록해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0501","501","MEDIUM","LEAVE_BOUNDARY","WRK-651 병가 신청 승인 및 상태 반영해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""병가 신청 승인 및 상태 반영해줘""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0502","502","MEDIUM","LONG_EVIDENCE","WRK-762님 사업장 변경 후 재직상태 업데이트 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 후 재직상태 업데이트 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0507","507","MEDIUM","LONG_EVIDENCE","WRK-217 체류기간 만료 2주 전, 연장신청서 작성해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료 2주 전, 연장신청서 작성해줘""}]","A","KEEP","",""
"INT-RVW-0515","515","MEDIUM","LONG_EVIDENCE","WRK-095 비자 연장 신청서 제출 기한 임박, 서둘러줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 연장 신청서 제출 기한 임박, 서둘러줘""}]","A","KEEP","",""
"INT-RVW-0522","522","MEDIUM","LONG_EVIDENCE","WRK-762님 근로계약 종료 임박, 사업주 재계약 의사 확인 부탁드립니다","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 종료 임박, 사업주 재계약 의사 확인""}]","A","KEEP","",""
"INT-RVW-0525","525","MEDIUM","LONG_EVIDENCE","WRK-095 근로계약 만료 임박, 재계약 여부 빨리 정해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""근로계약 만료 임박, 재계약 여부 빨리 정해줘""}]","A","KEEP","",""
